;VarName;NAAllowed?;SpecificNeighborsReq?;RegExCheck;AllowedToAlreadyExist;NewValuesAllowed;SimilarityCheckBoundary;Type;HasToOccurAsPrimaryIDIN;ConstructedOnBasisOff;Type;CheckTheseSheetsForPrimaryIdOccurenceWhenReplaced;;;;;
MINE;parliament_id;FALSE;;^((NL|CH|DE|IE|UK|NO|CA)_((NT|RE)|(NT|RE)-([A-Z]{2}))_((1|2)(0|7|8|9)([0-9]{2}))([a-z]{3}){0,1})$;TRUE;TRUE;;text;PARL;;;;;;;;
PART;party_id;FALSE;;"^((CH|NL|DE|IE|UK)_([A-Za-z0-9](([A-Za-z0-9])|(-[A-Za-z0-9])){0,11})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU|([A-Z]{2}))));?$";TRUE;TRUE;;text;;;prim;;;;;;
PART;party_level;FALSE;;^(IN|EU|NT|SR|RE|SD|DI|SM|MU|AG|AI|AR|BE|BL|BS|FR|GE|GL|GR|LU|NE|NW|OW|SG|SH|SO|SZ|TG|TI|UR|VD|VS|ZG|ZH)$;TRUE;TRUE;;text;;;;;;;;;
PART;region_abb;TRUE;;[A-Z]{2};TRUE;TRUE;;text;;;;;;;;;
PART;ancestor_party_id;TRUE;;"^(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{1,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))|(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{1,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}));(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{1,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))|lookup|none$";TRUE;TRUE;;text;;;;;;;;;
PART;mother_party_id;TRUE;;"^(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{1,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))|(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{1,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}));(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{1,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))|lookup|none$";TRUE;TRUE;;text;;;;;;;;;
PART;party_abb;FALSE;;.{1,8};TRUE;TRUE;;text;;;;;;;;;
PART;party_name;TRUE;;"^(([0-9]|[A-Z]|[a-z]|;|-| |(|)|'|,|!|.|/|\||""|\+){3,900}|NA)$";TRUE;TRUE;;text;;;;;;;;;
PART;part_fam;TRUE;;.{1,8};TRUE;TRUE;;text;;;;;;;;;
PART;old_party_name;TRUE;;"^(([0-9]|[A-Z]|[a-z]|;|-| |(|)|'|,|/|\||""){3,900}|NA)$";TRUE;TRUE;;text;;;;;;;;;
PART;old_party_abb;TRUE;;.{1,30};TRUE;TRUE;;text;;;;;;;;;
PART;party_parlgov_id;TRUE;;^([0-9]{1,4}|none)$;TRUE;TRUE;;text;;;;;;;;;
PART;episode_start;TRUE;;^((([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))(\[\[(rcen|lcen)\]\]){0,1}|NA|NC)$;TRUE;TRUE;;text;;;;;;;;;
PART;episode_end;TRUE;;^((([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))(\[\[(rcen|lcen)\]\]){0,1}|NA|NC)$;TRUE;TRUE;;text;;;;;;;;;
PART;part_wikidata_item;TRUE;;^Q[0-9]{1,10}|none|NA$;TRUE;TRUE;;text;;;;;;;;;
MEME;memep_id;FALSE;;"^(CH|DE|NL|IE|UK)_([A-Za-z\-]{2,60})_([A-Za-z\-]{1,60})_(([1-2][8-9][0-9][0-9]([a-z]{3})?)(-[0-9])?|9999|NA)__(((CH|DE|NL|IE|UK)_([A-Za-z0-9|](([A-Za-z0-9|])|(-[A-Za-z0-9|])){1,22})(_(IN|EU|NT|SR|RE-[A-Z]{2}|SD|DI|SM|MU))?)(;)?){1,3}(__)(\[incr\]|[0-9]{1,3})$";TRUE;TRUE;;text;;"pers_id;party_id;string";prim;;;;;;
MEME;pers_id;FALSE;;^(CH|DE|NL|IE|UK|NO|CA|US)_([A-Z]|[a-z]|-){2,60}_([A-Z]|[a-z]|-){1,60}_(([1-2][0,7-9][0-9][0-9]([a-z]{3}){0,1})(-[0-9]){0,1}|(9999)|NA)$;TRUE;TRUE;;text;POLI;;;;;;;;
MEME;party_id;FALSE;;"^((CH|NL|DE|IE|UK)_([A-Za-z0-9](([A-Za-z0-9])|(-[A-Za-z0-9])){0,11})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU|([A-Z]{2}))));?$";TRUE;TRUE;;text;PART;;;;;;;;
MEME;memep_startdate;TRUE;;^((([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))(\[\[(rcen|lcen)\]\]){0,1}|NA|NC)$;TRUE;TRUE;;text;;;;;;;;;
MEME;memep_enddate;TRUE;;^((([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))(\[\[(rcen|lcen)\]\]){0,1}|NA|NC)$;TRUE;TRUE;;text;;;;;;;;;
MEME;meme_entry_raw;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
MEME;meme_entry_source;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
MEME;meme_date_altered;TRUE;;^(1|0)$;TRUE;TRUE;;text;;;;;;;;;
MEME;memep_type_raw;FALSE;;^(regular|honorary)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;org_id;FALSE;;^([A-Z]{2})_.{12}$;TRUE;TRUE;;text;;;prim;;;;;;
ORGS;org_name;FALSE;;.+;TRUE;TRUE;;text;;;;;;;;;
ORGS;legal_form;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
ORGS;polactive_start_date;TRUE;;^(([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))|NA$;TRUE;TRUE;;text;;;;;;;;;
ORGS;polactive_end_date;TRUE;;^(([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))|NA$;TRUE;TRUE;;text;;;;;;;;;
ORGS;seat_location;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
ORGS;zipcode;TRUE;;^([0-9]{4}|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;region_abb;TRUE;;"^([A-Z]{2}|[A-Z]{2};){0,10}$";TRUE;TRUE;;text;;;;;;;;;
ORGS;country_abb;TRUE;;"^([A-Z]{2}|[A-Z]{2};){0,10}$";TRUE;TRUE;;text;;;;;;;;;
ORGS;longitude;TRUE;;^(-|)([0-9]{1,3}\.[0-9]{2,20}|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;latitude;TRUE;;^(-|)([0-9]{1,3}\.[0-9]{2,20}|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;ig_type;TRUE;;^([0-9]{2}|NA|OT|SI)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;policy_area;TRUE;;"^(([0-9]{4}|NA|NC)(;([0-9]{4}|NA|NC)){0,6})";TRUE;TRUE;;text;;;;;;;;;
ORGS;address_raw;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_assoc_id;TRUE;;^([0-9]{1,5}|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_assoc_name;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_assoc_aggregate_name;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_assoc_legal_form;TRUE;;^([0-9]{2}|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_assoc_general;TRUE;;^(NA|Association|Fondation|Societe|Commission|Droit public)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_assoc_ig_type;TRUE;;^([0-9]{2}|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_assoc_ig_type_name;TRUE;;^(Business groups|Hobby/leisure groups|Identity groups|Institutional associations|Occupational associations|Public interest groups|Religious groups|Unions|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_assoc_ig_code;TRUE;;^([0-9]{2}|NA|810)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_assoc_ig_code_name;TRUE;;^(Arts|Humanitarian - national|Local development|Private firm/company|Other institutional associations, incl. State and Federal agencies|NA|Public utility company|Ideological and political groups|Sector-wide business groups|Sport|Other occupational associations|Heritage and History|Technical associations|Other public interest group|Humanitarian - international|Environment and animal welfare|Peak-level business groups|Associations of local authorities|Other identity groups|Universities \(Researchers, Academics\)|Family foundations and catch-all foundations|Hospitals|Other religious groups|Students|Consumer group|Associations of other public institutions|Sectoral federations|Family issues|Peak-level Unions|Other hobby/leisure|Patients|Women|Racial or ethnic|Educational: Community College and below|Other business groups|Teacher's associations|Associations of directors|Doctors' associations|Individual city, county or its agency|Churches|Elderly|Associations of other medical professions|Friendship groups|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_level;TRUE;;^(1|2|3|4|98|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_category;TRUE;;^(Local|Regional/Cantonal|National|International|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_topic;TRUE;;^(1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GAVA_topic_business;TRUE;;^(15([0-9]{2})|98|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;NCCR_nqid;TRUE;;^([0-9]{4}|[0-9]{3}|[0-9]{2}|[0-9]{1}|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;NCCR_A4 Organisation;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
ORGS;GK_interest_group;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
ORGS;GK_canton_ig_raw;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
ORGS;GK_type;TRUE;;^(culture|ngo|prof|public|comp|business|other|tourist|sport|leisure|99|media|union|prof |ngo/public|NA)$;TRUE;TRUE;;text;;;;;;;;;
ORGS;GK_policy_code;TRUE;;^[0-9]{1,2}|NA$;TRUE;TRUE;;text;;;;;;;;;
FACT;faction_episode_id;FALSE;;"^[A-Z]{2}_(([A-Z]{2})|([A-Z]{2})-([A-Z]{2}))_[1-2][8-9|0-1][0-9][0-9]__(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{2,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))|(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{2,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}));(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{2,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))$";TRUE;TRUE;1;text;;;prim;;;;;;
FACT;faction_id;FALSE;;"^[A-Z]{2}_(([A-Z]{2})|([A-Z]{2})-([A-Z]{2}))_[1-2][8-9|0-1][0-9][0-9]__(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{2,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))|(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{2,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}));(CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{2,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))$";TRUE;TRUE;;text;;;;;;;;;
FACT;faction_name ;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
FACT;faction_party_ids;TRUE;;"^((CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{2,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))(--|;){0,1}){1,9}((__[0-9])|)$";TRUE;TRUE;;text;;;;;;;;;
FACT;parliament_id;TRUE;;^((NL|CH|DE|IE|UK|NO|CA)_((NT|RE)|(NT|RE)-([A-Z]{2}))_((1|2)(0|7|8|9)([0-9]{2}))([a-z]{3}){0,1})$;TRUE;TRUE;;text;PARL;;;;;;;;
FACT;seats;TRUE;;^[0-9]{1,3}|NA$;TRUE;TRUE;;text;;;;;;;;;
FACT;faction_start;TRUE;;^((([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))(\[\[(rcen|lcen)\]\]){0,1}|NA|NC)$;TRUE;TRUE;;text;;;;;;;;;
FACT;faction_end;TRUE;;^((([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))(\[\[(rcen|lcen)\]\]){0,1}|NA|NC)$;TRUE;TRUE;;text;;;;;;;;;
QUOT;quot_ep_id;TRUE;;"^((CH|NL|DE|IE|UK)_([A-Za-z0-9\|+\\]{2,8})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU)|([A-Z]{2}))(;){0,1}){1,1}__[0-5]$";TRUE;TRUE;;text;;"party_id;string";prim;;;;;;
QUOT;party_id;TRUE;;"^((CH|NL|DE|IE|UK)_([A-Za-z0-9](([A-Za-z0-9])|(-[A-Za-z0-9])){0,11})_((IN|EU|NT|SR|(RE-[A-Z]{2})|SD|DI|SM|MU|([A-Z]{2}))));?$";TRUE;TRUE;;text;PART;;;;;;;;
QUOT;quot_ep_startdate;TRUE;;^([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|\b[1|2][0-9][0-9][0-9]$;TRUE;TRUE;;text;;;;;;;;;
QUOT;quot_ep_enddate;TRUE;;^([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|\b[1|2][0-9][0-9][0-9]$;TRUE;TRUE;;text;;;;;;;;;
QUOT;quota_bin;TRUE;;^(0|1|NA)$;TRUE;TRUE;;text;;;;;;;;;
QUOT;quota_percentage;TRUE;;^[0-9]{1,2}|NA$;TRUE;TRUE;;text;;;;;;;;;
QUOT;quota_zipper;TRUE;;^(0|1|NA)$;TRUE;TRUE;;text;;;;;;;;;
QUOT;quota_soft;TRUE;;^(0|1|NA)$;TRUE;TRUE;;text;;;;;;;;;
QUOT;quota_execution;TRUE;;^(0|1|NA)$;TRUE;TRUE;;text;;;;;;;;;
COMM;comm_id;FALSE;;^([A-Z]{2}_(([A-Z]{2})|([A-Z]{2})-([A-Z]{2}))_[1-2][8-9|0-1][0-9][0-9]__){1,2}(CO|DL|AG|FA)\|([a-zA-Z /\+-]{0,100})(--((SC|SD|SA)\|[a-zA-Z /\+]{0,20})){0,1}|[0-9]{2}$;TRUE;TRUE;;text;;;prim;;;;;;
COMM;parliament_id;TRUE;;"^[A-Z]{2}_(([A-Z]{2})|([A-Z]{2})-([A-Z]{2}))_[1-2][8-9|0-1][0-9][0-9];{0,1}([A-Z]{2}_(([A-Z]{2})|([A-Z]{2})-([A-Z]{2}))_[1-2][8-9|0-1][0-9][0-9]){0,1}$";TRUE;TRUE;;text;;;;;;;;;
COMM;comm_name;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
COMM;comm_maintype;TRUE;;^(CO|DL|AG|FA|NA)$;TRUE;TRUE;;text;;;;;;;;;
COMM;comm_subtype;TRUE;;^(SC|SD|SA|NA)$;TRUE;TRUE;;text;;;;;;;;;
COMM;comm_maintype_abb;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
COMM;comm_subtype_abb;TRUE;;.+;TRUE;TRUE;;text;;;;;;;;;
COMM;seats;TRUE;;"^([0-9]{1,2}(;[0-9]{1,2}){0,3})|NC|NA$";TRUE;TRUE;;text;;;;;;;;;
COMM;comm_start;TRUE;;^((([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))(\[\[(rcen|lcen)\]\]){0,1}|NA|NC)$;TRUE;TRUE;;text;;;;;;;;;
COMM;comm_end;TRUE;;^((([0-9][0-9][a-z]{3}[1|2][0-9][0-9][0-9])\b|(\b[1|2][0-9][0-9][0-9])|(\b(jan|feb|mar|apr|may|jun|jul|aug|sep|oct|nov|dec)[1|2][0-9][0-9][0-9]))(\[\[(rcen|lcen)\]\]){0,1}|NA|NC)$;TRUE;TRUE;;text;;;;;;;;;
